Centroid X,Centroid Y,Cell.Type,CD3: Cell: Mean,CD8: Cell: Mean,CD4: Cell: Mean,CD20: Cell: Mean,CD68: Cell: Mean,PD1: Cell: Mean,PDL1: Cell: Mean,Ki67: Cell: Mean,FoxP3: Cell: Mean,Cytokeratin: Cell: Mean,Class,Image,In Tumour
264.984771728516,195.099868774414,Other,1.16159857068197,1.6320120062637,2.41050958567369,1.47593583390377,1.75723665568659,0.933813535492985,3.51220830841169,1.9449770735594,2.53176522036213,2.74191108164249,Other: CD3-: CD8-: CD4-: CD20-: CD68-: PD1-: PDL1-: Ki67+: FoxP3-: Cytokeratin-,image.tiff,0
1887.50268554688,1409.67468261719,Stromal cells,0.713620385373962,2.52996914746057,1.18206476220341,3.8232575972296,0.948356418370631,2.37607082220915,3.01400227874776,2.3171795296514,1.47202627151805,1.26975697146698,Stromal cells: CD3-: CD8-: CD4-: CD20-: CD68-: PD1-: PDL1-: Ki67+: FoxP3-: Cytokeratin-,image.tiff,0
829.348510742188,1467.52978515625,Other,2.46522160366043,1.13850084786557,2.6404620029999,1.06604848563387,2.32813205068675,2.51742885851653,1.40685174680048,1.74128015532948,3.42478810092288,0.951410050675343,Other: CD3-: CD8-: CD4+: CD20-: CD68-: PD1-: PDL1-: Ki67-: FoxP3-: Cytokeratin-,image.tiff,0
1349.92395019531,1855.19018554688,Stromal cells,1.00884688277337,1.56820739084026,1.42996393270222,1.73292426356313,1.76282851785057,2.2320827569306,1.53285424624724,1.28306891167187,1.45025649237446,2.06842829303022,Stromal cells: CD3-: CD8-: CD4-: CD20-: CD68-: PD1+: PDL1-: Ki67-: FoxP3-: Cytokeratin-,image.tiff,0
1152.83972167969,29.9718112945557,Other,1.01091277694009,1.50016926601217,1.28705602436297,4.57646440244958,1.31571203154096,1.95339209860952,3.80298343555248,2.5388353754363,1.82478033595676,1.14782403671144,Other: CD3-: CD8-: CD4-: CD20+: CD68-: PD1-: PDL1-: Ki67-: FoxP3-: Cytokeratin-,image.tiff,0
16.2945823669434,1390.48413085938,Other,1.10096623155181,1.81392849973112,2.67279517003336,0.485696833238822,1.31267869335102,1.70168082244173,1.02535298248565,1.93824667474111,2.49120538195371,2.80554848755661,Other: CD3+: CD8-: CD4-: CD20-: CD68-: PD1-: PDL1-: Ki67-: FoxP3-: Cytokeratin-,image.tiff,0
842.977661132812,1314.93786621094,Stromal cells,1.15896830098207,1.88794844030991,1.85183838420849,1.70799276165326,1.40159057577459,2.69616975625134,0.797232534390644,1.41127190635233,0.924257937752167,2.00097952536528,Stromal cells: CD3-: CD8-: CD4+: CD20-: CD68-: PD1-: PDL1-: Ki67-: FoxP3-: Cytokeratin-,image.tiff,0
1049.14990234375,703.067321777344,Epithelial cells,1.23280980290285,1.21336735318732,0.949457827311923,1.43284251366823,2.31759243929174,4.14417579594773,1.04570028073391,4.37958381639894,1.42945737247488,3.62301861615719,Epithelial cells: CD3-: CD8-: CD4-: CD20-: CD68-: PD1-: PDL1-: Ki67+: FoxP3-: Cytokeratin-,image.tiff,0
674.501586914062,95.4359817504883,Treg cells,1.91085414813324,3.1519178954465,2.16650840685269,0.747590849998669,2.22073082324226,0.539466138481485,1.34155665213618,1.55855584909385,1.01794146089991,4.58643691378254,Treg cells: CD3-: CD8-: CD4-: CD20-: CD68-: PD1-: PDL1-: Ki67+: FoxP3-: Cytokeratin-,image.tiff,0
11.9386892318726,1316.30053710938,Stromal cells,1.28823809407401,1.38500726057318,0.686759643171276,2.65441780083738,2.50800571882695,1.71716241154477,2.5788855707667,1.07561212437237,0.834777782308379,3.97169520131967,Stromal cells: CD3-: CD8-: CD4-: CD20+: CD68-: PD1-: PDL1-: Ki67-: FoxP3-: Cytokeratin-,image.tiff,0
